date,Usage_kWh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
21/3/2018 23:45,4.03,0,63.83,100,85500,Weekday,Wednesday,Light_Load
21/3/2018 0:00,4.14,0,63.78,100,0,Weekday,Wednesday,Light_Load
22/3/2018 0:15,3.89,0,61.1,100,900,Weekday,Thursday,Light_Load
22/3/2018 0:30,3.85,0,62.65,100,1800,Weekday,Thursday,Light_Load
22/3/2018 0:45,3.92,0,63.33,100,2700,Weekday,Thursday,Light_Load
22/3/2018 1:00,3.92,0,63.1,100,3600,Weekday,Thursday,Light_Load
22/3/2018 1:15,4,0,61.34,100,4500,Weekday,Thursday,Light_Load
22/3/2018 1:30,3.89,0,60.8,100,5400,Weekday,Thursday,Light_Load
22/3/2018 1:45,3.89,0,64.82,100,6300,Weekday,Thursday,Light_Load
22/3/2018 2:00,3.89,0,63.6,100,7200,Weekday,Thursday,Light_Load
22/3/2018 2:15,3.89,0,63.04,100,8100,Weekday,Thursday,Light_Load
22/3/2018 2:30,4.07,0,61.2,100,9000,Weekday,Thursday,Light_Load
22/3/2018 2:45,5.04,0,66.11,100,9900,Weekday,Thursday,Light_Load
22/3/2018 3:00,3.74,0,62.1,100,10800,Weekday,Thursday,Light_Load
22/3/2018 3:15,3.35,0,62.27,100,11700,Weekday,Thursday,Light_Load
22/3/2018 3:30,3.35,0,60.93,100,12600,Weekday,Thursday,Light_Load
22/3/2018 3:45,3.42,0,60.85,100,13500,Weekday,Thursday,Light_Load
22/3/2018 4:00,3.35,0,62.27,100,14400,Weekday,Thursday,Light_Load
22/3/2018 4:15,3.35,0,60.93,100,15300,Weekday,Thursday,Light_Load
22/3/2018 4:30,3.38,0,62.24,100,16200,Weekday,Thursday,Light_Load
22/3/2018 4:45,3.35,0,61.28,100,17100,Weekday,Thursday,Light_Load
22/3/2018 5:00,3.38,0,62.24,100,18000,Weekday,Thursday,Light_Load
22/3/2018 5:15,3.35,0,61.9,100,18900,Weekday,Thursday,Light_Load
22/3/2018 5:30,3.71,0,65.15,100,19800,Weekday,Thursday,Light_Load
22/3/2018 5:45,4.46,0,63.68,100,20700,Weekday,Thursday,Light_Load
22/3/2018 6:00,3.96,0,58.15,100,21600,Weekday,Thursday,Light_Load
22/3/2018 6:15,3.31,0,64.13,100,22500,Weekday,Thursday,Light_Load
22/3/2018 6:30,3.24,0,62.28,100,23400,Weekday,Thursday,Light_Load
22/3/2018 6:45,3.28,0,62.1,100,24300,Weekday,Thursday,Light_Load
22/3/2018 7:00,3.28,0,61.73,100,25200,Weekday,Thursday,Light_Load
22/3/2018 7:15,3.31,0,63.47,100,26100,Weekday,Thursday,Light_Load
22/3/2018 7:30,3.67,0,65.98,100,27000,Weekday,Thursday,Light_Load
22/3/2018 7:45,4.72,0,64.11,100,27900,Weekday,Thursday,Light_Load
22/3/2018 8:00,4.93,0,68.94,100,28800,Weekday,Thursday,Light_Load
22/3/2018 8:15,61.81,0.03,81.67,100,29700,Weekday,Thursday,Light_Load
22/3/2018 8:30,134.46,0.06,86.13,100,30600,Weekday,Thursday,Light_Load
22/3/2018 8:45,113.18,0.05,83.57,100,31500,Weekday,Thursday,Light_Load
22/3/2018 9:00,130.68,0.06,92.26,100,32400,Weekday,Thursday,Light_Load
22/3/2018 9:15,109.51,0.05,93,100,33300,Weekday,Thursday,Medium_Load
22/3/2018 9:30,138.35,0.06,92.32,100,34200,Weekday,Thursday,Medium_Load
22/3/2018 9:45,89.57,0.04,93.94,100,35100,Weekday,Thursday,Medium_Load
22/3/2018 10:00,71.86,0.03,91.13,100,36000,Weekday,Thursday,Medium_Load
22/3/2018 10:15,60.19,0.03,89.08,100,36900,Weekday,Thursday,Maximum_Load
22/3/2018 10:30,60.01,0.03,93.26,100,37800,Weekday,Thursday,Maximum_Load
22/3/2018 10:45,52.99,0.02,96.65,100,38700,Weekday,Thursday,Maximum_Load
22/3/2018 11:00,65.48,0.03,93.39,100,39600,Weekday,Thursday,Maximum_Load
22/3/2018 11:15,64.58,0.03,85.95,100,40500,Weekday,Thursday,Maximum_Load
22/3/2018 11:30,64.91,0.03,84.8,100,41400,Weekday,Thursday,Maximum_Load
22/3/2018 11:45,75.31,0.03,87.54,100,42300,Weekday,Thursday,Maximum_Load
22/3/2018 12:00,115.2,0.05,92.17,100,43200,Weekday,Thursday,Maximum_Load
22/3/2018 12:15,9.18,0,99.52,40.31,44100,Weekday,Thursday,Medium_Load
22/3/2018 12:30,7.31,0,100,26.4,45000,Weekday,Thursday,Medium_Load
22/3/2018 12:45,6.48,0,100,24,45900,Weekday,Thursday,Medium_Load
22/3/2018 13:00,6.41,0,100,23.73,46800,Weekday,Thursday,Medium_Load
22/3/2018 13:15,52.99,0.02,97.69,99.78,47700,Weekday,Thursday,Maximum_Load
22/3/2018 13:30,105.44,0.05,95.19,100,48600,Weekday,Thursday,Maximum_Load
22/3/2018 13:45,66.2,0.03,96.23,100,49500,Weekday,Thursday,Maximum_Load
22/3/2018 14:00,57.17,0.03,95.28,100,50400,Weekday,Thursday,Maximum_Load
22/3/2018 14:15,55.62,0.03,96.23,100,51300,Weekday,Thursday,Maximum_Load
22/3/2018 14:30,58.03,0.03,95.92,100,52200,Weekday,Thursday,Maximum_Load
22/3/2018 14:45,106.81,0.05,95.27,100,53100,Weekday,Thursday,Maximum_Load
22/3/2018 15:00,96.52,0.04,95.1,100,54000,Weekday,Thursday,Maximum_Load
22/3/2018 15:15,104.76,0.05,94.51,100,54900,Weekday,Thursday,Maximum_Load
22/3/2018 15:30,71.57,0.03,96.09,100,55800,Weekday,Thursday,Maximum_Load
22/3/2018 15:45,110.66,0.05,96.47,100,56700,Weekday,Thursday,Maximum_Load
22/3/2018 16:00,68.54,0.03,98.92,99.99,57600,Weekday,Thursday,Maximum_Load
22/3/2018 16:15,90.29,0.04,96.9,100,58500,Weekday,Thursday,Maximum_Load
22/3/2018 16:30,99.76,0.05,94.34,100,59400,Weekday,Thursday,Maximum_Load
22/3/2018 16:45,58.93,0.03,92.61,100,60300,Weekday,Thursday,Maximum_Load
22/3/2018 17:00,37.12,0.02,99.74,99.27,61200,Weekday,Thursday,Maximum_Load
22/3/2018 17:15,34.88,0.02,99.95,99.13,62100,Weekday,Thursday,Medium_Load
22/3/2018 17:30,37.12,0.02,99.87,99.42,63000,Weekday,Thursday,Medium_Load
22/3/2018 17:45,29.05,0.01,100,92.28,63900,Weekday,Thursday,Medium_Load
22/3/2018 18:00,28.33,0.01,100,90.8,64800,Weekday,Thursday,Medium_Load
22/3/2018 18:15,38.77,0.02,93.51,99.97,65700,Weekday,Thursday,Medium_Load
22/3/2018 18:30,42.23,0.02,89.55,100,66600,Weekday,Thursday,Medium_Load
22/3/2018 18:45,40.07,0.02,99.04,99.97,67500,Weekday,Thursday,Medium_Load
22/3/2018 19:00,43.2,0.02,99.55,100,68400,Weekday,Thursday,Medium_Load
22/3/2018 19:15,36.97,0.02,99.94,99.38,69300,Weekday,Thursday,Medium_Load
22/3/2018 19:30,38.56,0.02,99.67,99.93,70200,Weekday,Thursday,Medium_Load
22/3/2018 19:45,41.47,0.02,99.38,99.98,71100,Weekday,Thursday,Medium_Load
22/3/2018 20:00,37.48,0.02,99.8,99.64,72000,Weekday,Thursday,Medium_Load
22/3/2018 20:15,33.05,0.02,99.98,98.69,72900,Weekday,Thursday,Medium_Load
22/3/2018 20:30,37.19,0.02,99.78,99.76,73800,Weekday,Thursday,Medium_Load
22/3/2018 20:45,37.04,0.02,99.99,99.72,74700,Weekday,Thursday,Medium_Load
22/3/2018 21:00,38.05,0.02,99.97,99.76,75600,Weekday,Thursday,Medium_Load
22/3/2018 21:15,87.98,0.04,98.93,100,76500,Weekday,Thursday,Medium_Load
22/3/2018 21:30,42.55,0.02,99.73,97.16,77400,Weekday,Thursday,Medium_Load
22/3/2018 21:45,12.2,0.01,100,49.49,78300,Weekday,Thursday,Medium_Load
22/3/2018 22:00,7.13,0,100,27.66,79200,Weekday,Thursday,Medium_Load
22/3/2018 22:15,6.91,0,94.72,44.44,80100,Weekday,Thursday,Medium_Load
22/3/2018 22:30,6.66,0,71.08,100,81000,Weekday,Thursday,Medium_Load
22/3/2018 22:45,6.59,0,72.5,100,81900,Weekday,Thursday,Medium_Load
22/3/2018 23:00,7.34,0,76.24,100,82800,Weekday,Thursday,Medium_Load
22/3/2018 23:15,7.7,0,79.73,100,83700,Weekday,Thursday,Light_Load
22/3/2018 23:30,6.95,0,80.57,100,84600,Weekday,Thursday,Light_Load
22/3/2018 23:45,5.4,0,69.54,100,85500,Weekday,Thursday,Light_Load
22/3/2018 0:00,5.08,0,66.86,100,0,Weekday,Thursday,Light_Load
23/3/2018 0:15,4.9,0,66.25,100,900,Weekday,Friday,Light_Load
23/3/2018 0:30,3.96,0,62.62,100,1800,Weekday,Friday,Light_Load
23/3/2018 0:45,3.85,0,60.7,100,2700,Weekday,Friday,Light_Load
23/3/2018 1:00,3.89,0,58.95,100,3600,Weekday,Friday,Light_Load
23/3/2018 1:15,3.89,0,62.18,100,4500,Weekday,Friday,Light_Load
23/3/2018 1:30,3.85,0,60.7,100,5400,Weekday,Friday,Light_Load
23/3/2018 1:45,3.96,0,57.6,100,6300,Weekday,Friday,Light_Load
23/3/2018 2:00,3.85,0,57.56,100,7200,Weekday,Friday,Light_Load
23/3/2018 2:15,3.89,0,57.47,100,8100,Weekday,Friday,Light_Load
23/3/2018 2:30,3.85,0,57.07,100,9000,Weekday,Friday,Light_Load
23/3/2018 2:45,3.92,0,60.05,100,9900,Weekday,Friday,Light_Load
23/3/2018 3:00,3.53,0,62.06,100,10800,Weekday,Friday,Light_Load
23/3/2018 3:15,3.28,0,61.46,100,11700,Weekday,Friday,Light_Load
23/3/2018 3:30,3.28,0,62.1,100,12600,Weekday,Friday,Light_Load
23/3/2018 3:45,3.31,0,60.82,100,13500,Weekday,Friday,Light_Load
23/3/2018 4:00,3.31,0,61.81,100,14400,Weekday,Friday,Light_Load
23/3/2018 4:15,3.31,0,60.82,100,15300,Weekday,Friday,Light_Load
23/3/2018 4:30,3.24,0,62.66,100,16200,Weekday,Friday,Light_Load
23/3/2018 4:45,3.6,0,59.21,100,17100,Weekday,Friday,Light_Load
23/3/2018 5:00,3.78,0,58.14,100,18000,Weekday,Friday,Light_Load
23/3/2018 5:15,3.35,0,63.55,100,18900,Weekday,Friday,Light_Load
23/3/2018 5:30,3.24,0,62.28,100,19800,Weekday,Friday,Light_Load
23/3/2018 5:45,3.67,0,62.04,100,20700,Weekday,Friday,Light_Load
23/3/2018 6:00,3.53,0,61.13,100,21600,Weekday,Friday,Light_Load
23/3/2018 6:15,3.24,0,62.94,100,22500,Weekday,Friday,Light_Load
23/3/2018 6:30,3.24,0,63.32,100,23400,Weekday,Friday,Light_Load
23/3/2018 6:45,3.17,0,61.17,100,24300,Weekday,Friday,Light_Load
23/3/2018 7:00,3.28,0,58.9,100,25200,Weekday,Friday,Light_Load
23/3/2018 7:15,3.24,0,59.65,100,26100,Weekday,Friday,Light_Load
23/3/2018 7:30,3.92,0,61.7,100,27000,Weekday,Friday,Light_Load
23/3/2018 7:45,5.65,0,67,100,27900,Weekday,Friday,Light_Load
23/3/2018 8:00,4.93,0,65.75,100,28800,Weekday,Friday,Light_Load
23/3/2018 8:15,70.34,0.03,83.9,100,29700,Weekday,Friday,Light_Load
23/3/2018 8:30,104.08,0.05,83.02,100,30600,Weekday,Friday,Light_Load
23/3/2018 8:45,125.35,0.06,86.15,100,31500,Weekday,Friday,Light_Load
23/3/2018 9:00,109.73,0.05,92.11,100,32400,Weekday,Friday,Light_Load
23/3/2018 9:15,151.31,0.07,91.84,100,33300,Weekday,Friday,Medium_Load
23/3/2018 9:30,122.9,0.06,92.28,100,34200,Weekday,Friday,Medium_Load
23/3/2018 9:45,121.9,0.06,91.37,100,35100,Weekday,Friday,Medium_Load
23/3/2018 10:00,126.65,0.06,92.44,100,36000,Weekday,Friday,Medium_Load
23/3/2018 10:15,114.52,0.05,93.31,100,36900,Weekday,Friday,Maximum_Load
23/3/2018 10:30,92.41,0.04,93.94,100,37800,Weekday,Friday,Maximum_Load
23/3/2018 10:45,102.82,0.05,93.33,100,38700,Weekday,Friday,Maximum_Load
23/3/2018 11:00,96.3,0.04,92.7,100,39600,Weekday,Friday,Maximum_Load
23/3/2018 11:15,89.53,0.04,84.51,100,40500,Weekday,Friday,Maximum_Load
23/3/2018 11:30,112.07,0.05,87.06,100,41400,Weekday,Friday,Maximum_Load
23/3/2018 11:45,92.3,0.04,86.14,100,42300,Weekday,Friday,Maximum_Load
23/3/2018 12:00,138.78,0.06,85.84,100,43200,Weekday,Friday,Maximum_Load
23/3/2018 12:15,17.39,0.01,95.22,67.36,44100,Weekday,Friday,Medium_Load
23/3/2018 12:30,5.8,0,100,22.16,45000,Weekday,Friday,Medium_Load
23/3/2018 12:45,6.59,0,100,25.68,45900,Weekday,Friday,Medium_Load
23/3/2018 13:00,5.44,0,100,27.61,46800,Weekday,Friday,Medium_Load
23/3/2018 13:15,70.34,0.03,95.4,99.79,47700,Weekday,Friday,Maximum_Load
23/3/2018 13:30,92.84,0.04,92.09,100,48600,Weekday,Friday,Maximum_Load
23/3/2018 13:45,101.56,0.05,92.9,100,49500,Weekday,Friday,Maximum_Load
23/3/2018 14:00,100.91,0.05,92.8,100,50400,Weekday,Friday,Maximum_Load
23/3/2018 14:15,120.24,0.06,90.07,100,51300,Weekday,Friday,Maximum_Load
23/3/2018 14:30,127.51,0.06,92.14,100,52200,Weekday,Friday,Maximum_Load
23/3/2018 14:45,76.03,0.03,92.94,100,53100,Weekday,Friday,Maximum_Load
23/3/2018 15:00,142.78,0.07,90.45,100,54000,Weekday,Friday,Maximum_Load
23/3/2018 15:15,102.89,0.05,90.41,100,54900,Weekday,Friday,Maximum_Load
23/3/2018 15:30,116.03,0.05,94.06,100,55800,Weekday,Friday,Maximum_Load
23/3/2018 15:45,89.78,0.04,96.4,100,56700,Weekday,Friday,Maximum_Load
23/3/2018 16:00,102.56,0.05,95.82,100,57600,Weekday,Friday,Maximum_Load
23/3/2018 16:15,133.63,0.06,93.83,100,58500,Weekday,Friday,Maximum_Load
23/3/2018 16:30,61.85,0.03,94.86,100,59400,Weekday,Friday,Maximum_Load
23/3/2018 16:45,95.8,0.04,92.12,100,60300,Weekday,Friday,Maximum_Load
23/3/2018 17:00,127.01,0.06,95.16,100,61200,Weekday,Friday,Maximum_Load
23/3/2018 17:15,99.36,0.05,94.46,100,62100,Weekday,Friday,Medium_Load
23/3/2018 17:30,81.83,0.04,96.74,100,63000,Weekday,Friday,Medium_Load
23/3/2018 17:45,32.69,0.01,100,97.36,63900,Weekday,Friday,Medium_Load
23/3/2018 18:00,32.44,0.01,100,97.12,64800,Weekday,Friday,Medium_Load
23/3/2018 18:15,71.96,0.03,91.63,100,65700,Weekday,Friday,Medium_Load
23/3/2018 18:30,137.41,0.06,89.02,100,66600,Weekday,Friday,Medium_Load
23/3/2018 18:45,75.92,0.03,93.44,100,67500,Weekday,Friday,Medium_Load
23/3/2018 19:00,56.41,0.03,92.68,100,68400,Weekday,Friday,Medium_Load
23/3/2018 19:15,68.98,0.03,92.84,100,69300,Weekday,Friday,Medium_Load
23/3/2018 19:30,56.74,0.03,93.94,100,70200,Weekday,Friday,Medium_Load
23/3/2018 19:45,63.4,0.03,94.14,100,71100,Weekday,Friday,Medium_Load
23/3/2018 20:00,58.28,0.03,93.93,100,72000,Weekday,Friday,Medium_Load
23/3/2018 20:15,49.64,0.02,96.32,100,72900,Weekday,Friday,Medium_Load
23/3/2018 20:30,42.44,0.02,99.56,99.97,73800,Weekday,Friday,Medium_Load
23/3/2018 20:45,43.78,0.02,99.58,100,74700,Weekday,Friday,Medium_Load
23/3/2018 21:00,44.6,0.02,99.61,99.99,75600,Weekday,Friday,Medium_Load
23/3/2018 21:15,37.62,0.02,99.97,99.89,76500,Weekday,Friday,Medium_Load
23/3/2018 21:30,39.96,0.02,99.9,100,77400,Weekday,Friday,Medium_Load
23/3/2018 21:45,32.65,0.01,99.98,98.76,78300,Weekday,Friday,Medium_Load
23/3/2018 22:00,7.42,0,100,29.16,79200,Weekday,Friday,Medium_Load
23/3/2018 22:15,7.52,0,94.97,48.06,80100,Weekday,Friday,Medium_Load
23/3/2018 22:30,4.97,0,65.33,100,81000,Weekday,Friday,Medium_Load
23/3/2018 22:45,4.97,0,65.07,100,81900,Weekday,Friday,Medium_Load
23/3/2018 23:00,4.5,0,65.29,100,82800,Weekday,Friday,Medium_Load
23/3/2018 23:15,3.82,0,65.05,100,83700,Weekday,Friday,Light_Load
23/3/2018 23:30,3.71,0,65.5,100,84600,Weekday,Friday,Light_Load
23/3/2018 23:45,3.74,0,65.11,100,85500,Weekday,Friday,Light_Load
23/3/2018 0:00,3.67,0,64.4,100,0,Weekday,Friday,Light_Load
24/3/2018 0:15,3.67,0,64.74,100,900,Weekend,Saturday,Light_Load
24/3/2018 0:30,3.74,0,65.45,100,1800,Weekend,Saturday,Light_Load
24/3/2018 0:45,3.64,0,63.49,100,2700,Weekend,Saturday,Light_Load
24/3/2018 1:00,3.67,0,64.14,100,3600,Weekend,Saturday,Light_Load
24/3/2018 1:15,3.71,0,65.15,100,4500,Weekend,Saturday,Light_Load
24/3/2018 1:30,3.67,0,63.54,100,5400,Weekend,Saturday,Light_Load
24/3/2018 1:45,3.74,0,62.43,100,6300,Weekend,Saturday,Light_Load
24/3/2018 2:00,3.71,0,62.12,100,7200,Weekend,Saturday,Light_Load
24/3/2018 2:15,3.71,0,63.61,100,8100,Weekend,Saturday,Light_Load
24/3/2018 2:30,3.64,0,64.09,100,9000,Weekend,Saturday,Light_Load
24/3/2018 2:45,4.36,0,66.25,100,9900,Weekend,Saturday,Light_Load
24/3/2018 3:00,4.79,0,66.08,100,10800,Weekend,Saturday,Light_Load
24/3/2018 3:15,3.71,0,64.55,100,11700,Weekend,Saturday,Light_Load
24/3/2018 3:30,3.71,0,65.5,100,12600,Weekend,Saturday,Light_Load
24/3/2018 3:45,3.67,0,65.09,100,13500,Weekend,Saturday,Light_Load
24/3/2018 4:00,3.74,0,65.8,100,14400,Weekend,Saturday,Light_Load
24/3/2018 4:15,3.67,0,65.36,100,15300,Weekend,Saturday,Light_Load
24/3/2018 4:30,3.13,0,62.4,100,16200,Weekend,Saturday,Light_Load
24/3/2018 4:45,3.13,0,61.63,100,17100,Weekend,Saturday,Light_Load
24/3/2018 5:00,3.13,0,61.34,100,18000,Weekend,Saturday,Light_Load
24/3/2018 5:15,3.2,0,63.24,100,18900,Weekend,Saturday,Light_Load
24/3/2018 5:30,3.13,0,62.4,100,19800,Weekend,Saturday,Light_Load
24/3/2018 5:45,3.1,0,62.72,100,20700,Weekend,Saturday,Light_Load
24/3/2018 6:00,3.13,0,62.69,100,21600,Weekend,Saturday,Light_Load
24/3/2018 6:15,3.1,0,62.03,100,22500,Weekend,Saturday,Light_Load
24/3/2018 6:30,3.6,0,59.84,100,23400,Weekend,Saturday,Light_Load
24/3/2018 6:45,3.49,0,58.33,100,24300,Weekend,Saturday,Light_Load
24/3/2018 7:00,3.24,0,62,100,25200,Weekend,Saturday,Light_Load
24/3/2018 7:15,3.71,0,64.81,100,26100,Weekend,Saturday,Light_Load
24/3/2018 7:30,3.28,0,59.85,100,27000,Weekend,Saturday,Light_Load
24/3/2018 7:45,3.28,0,57.07,100,27900,Weekend,Saturday,Light_Load
24/3/2018 8:00,3.31,0,56.85,100,28800,Weekend,Saturday,Light_Load
24/3/2018 8:15,23.76,0.01,73.33,100,29700,Weekend,Saturday,Light_Load
24/3/2018 8:30,36.97,0.02,76.23,100,30600,Weekend,Saturday,Light_Load
24/3/2018 8:45,36.9,0.02,76.54,100,31500,Weekend,Saturday,Light_Load
24/3/2018 9:00,38.41,0.02,98.2,100,32400,Weekend,Saturday,Light_Load
24/3/2018 9:15,38.74,0.02,99.88,99.98,33300,Weekend,Saturday,Medium_Load
24/3/2018 9:30,33.16,0.02,99.99,99.59,34200,Weekend,Saturday,Medium_Load
24/3/2018 9:45,32.29,0.01,100,99.23,35100,Weekend,Saturday,Medium_Load
24/3/2018 10:00,31.79,0.01,100,98.88,36000,Weekend,Saturday,Medium_Load
24/3/2018 10:15,33.52,0.02,99.99,99.54,36900,Weekend,Saturday,Maximum_Load
24/3/2018 10:30,36.4,0.02,99.98,99.81,37800,Weekend,Saturday,Maximum_Load
24/3/2018 10:45,36.47,0.02,99.97,99.83,38700,Weekend,Saturday,Maximum_Load
24/3/2018 11:00,32.54,0.01,100,99.19,39600,Weekend,Saturday,Maximum_Load
24/3/2018 11:15,31.64,0.01,93.19,99.99,40500,Weekend,Saturday,Maximum_Load
24/3/2018 11:30,32.72,0.02,91.71,100,41400,Weekend,Saturday,Maximum_Load
24/3/2018 11:45,33.88,0.02,91.46,100,42300,Weekend,Saturday,Maximum_Load
24/3/2018 12:00,29.34,0.01,92.04,100,43200,Weekend,Saturday,Maximum_Load
24/3/2018 12:15,6.34,0,99.09,41.87,44100,Weekend,Saturday,Medium_Load
24/3/2018 12:30,3.78,0,100,22.43,45000,Weekend,Saturday,Medium_Load
24/3/2018 12:45,3.74,0,100,22.49,45900,Weekend,Saturday,Medium_Load
24/3/2018 13:00,3.74,0,100,22.49,46800,Weekend,Saturday,Medium_Load
24/3/2018 13:15,16.34,0.01,100,83,47700,Weekend,Saturday,Maximum_Load
24/3/2018 13:30,33.08,0.02,99.97,99.74,48600,Weekend,Saturday,Maximum_Load
24/3/2018 13:45,32.29,0.01,99.96,99.66,49500,Weekend,Saturday,Maximum_Load
24/3/2018 14:00,34.34,0.02,99.9,99.88,50400,Weekend,Saturday,Maximum_Load
24/3/2018 14:15,36.4,0.02,99.73,99.99,51300,Weekend,Saturday,Maximum_Load
24/3/2018 14:30,33.19,0.02,99.87,99.91,52200,Weekend,Saturday,Maximum_Load
24/3/2018 14:45,36.07,0.02,99.79,100,53100,Weekend,Saturday,Maximum_Load
24/3/2018 15:00,33.84,0.02,99.86,99.9,54000,Weekend,Saturday,Maximum_Load
24/3/2018 15:15,35.86,0.02,99.93,99.91,54900,Weekend,Saturday,Maximum_Load
24/3/2018 15:30,39.24,0.02,99.78,100,55800,Weekend,Saturday,Maximum_Load
24/3/2018 15:45,32.44,0.01,99.97,99.68,56700,Weekend,Saturday,Maximum_Load
24/3/2018 16:00,36.4,0.02,99.82,99.98,57600,Weekend,Saturday,Maximum_Load
24/3/2018 16:15,36.86,0.02,99.84,99.99,58500,Weekend,Saturday,Maximum_Load
24/3/2018 16:30,34.74,0.02,99.91,99.93,59400,Weekend,Saturday,Maximum_Load
24/3/2018 16:45,35.75,0.02,99.87,99.97,60300,Weekend,Saturday,Maximum_Load
24/3/2018 17:00,27.04,0.01,99.84,96.2,61200,Weekend,Saturday,Maximum_Load
24/3/2018 17:15,4.18,0,100,20.17,62100,Weekend,Saturday,Medium_Load
24/3/2018 17:30,4.28,0,100,16.43,63000,Weekend,Saturday,Medium_Load
24/3/2018 17:45,4.21,0,100,16.18,63900,Weekend,Saturday,Medium_Load
24/3/2018 18:00,4.14,0,100,15.9,64800,Weekend,Saturday,Medium_Load
24/3/2018 18:15,3.92,0,100,42.21,65700,Weekend,Saturday,Medium_Load
24/3/2018 18:30,3.89,0,100,45.75,66600,Weekend,Saturday,Medium_Load
24/3/2018 18:45,4,0,100,18.12,67500,Weekend,Saturday,Medium_Load
24/3/2018 19:00,4.1,0,100,15.52,68400,Weekend,Saturday,Medium_Load
24/3/2018 19:15,5.18,0,100,19.42,69300,Weekend,Saturday,Medium_Load
24/3/2018 19:30,4.46,0,100,16.76,70200,Weekend,Saturday,Medium_Load
24/3/2018 19:45,4.1,0,100,15.5,71100,Weekend,Saturday,Medium_Load
24/3/2018 20:00,3.67,0,100,18.01,72000,Weekend,Saturday,Medium_Load
24/3/2018 20:15,3.35,0,100,18.92,72900,Weekend,Saturday,Medium_Load
24/3/2018 20:30,3.35,0,100,18.88,73800,Weekend,Saturday,Medium_Load
24/3/2018 20:45,3.35,0,100,18.84,74700,Weekend,Saturday,Medium_Load
24/3/2018 21:00,3.38,0,100,19.05,75600,Weekend,Saturday,Medium_Load
24/3/2018 21:15,3.38,0,100,19.08,76500,Weekend,Saturday,Medium_Load
24/3/2018 21:30,3.35,0,100,18.92,77400,Weekend,Saturday,Medium_Load
24/3/2018 21:45,3.35,0,100,18.92,78300,Weekend,Saturday,Medium_Load
24/3/2018 22:00,3.35,0,100,18.92,79200,Weekend,Saturday,Medium_Load
24/3/2018 22:15,3.31,0,92.1,32.35,80100,Weekend,Saturday,Medium_Load
24/3/2018 22:30,3.1,0,64.12,100,81000,Weekend,Saturday,Medium_Load
24/3/2018 22:45,3.1,0,64.84,100,81900,Weekend,Saturday,Medium_Load
24/3/2018 23:00,4.1,0,66.78,100,82800,Weekend,Saturday,Medium_Load
24/3/2018 23:15,4,0,67.35,100,83700,Weekend,Saturday,Light_Load
24/3/2018 23:30,3.28,0,68.8,100,84600,Weekend,Saturday,Light_Load
24/3/2018 23:45,3.02,0,69.78,100,85500,Weekend,Saturday,Light_Load
24/3/2018 0:00,2.99,0,68.62,100,0,Weekend,Saturday,Light_Load
25/3/2018 0:15,3.02,0,68.98,100,900,Weekend,Sunday,Light_Load
25/3/2018 0:30,3.02,0,67.73,100,1800,Weekend,Sunday,Light_Load
25/3/2018 0:45,3.1,0,69.13,100,2700,Weekend,Sunday,Light_Load
25/3/2018 1:00,3.02,0,68.18,100,3600,Weekend,Sunday,Light_Load
25/3/2018 1:15,3.02,0,66.96,100,4500,Weekend,Sunday,Light_Load
25/3/2018 1:30,3.1,0,67.16,100,5400,Weekend,Sunday,Light_Load
25/3/2018 1:45,3.06,0,65.5,100,6300,Weekend,Sunday,Light_Load
25/3/2018 2:00,3.2,0,65.01,100,7200,Weekend,Sunday,Light_Load
25/3/2018 2:15,3.64,0,64.79,100,8100,Weekend,Sunday,Light_Load
25/3/2018 2:30,3.1,0,64.12,100,9000,Weekend,Sunday,Light_Load
25/3/2018 2:45,3.06,0,65.5,100,9900,Weekend,Sunday,Light_Load
25/3/2018 3:00,3.06,0,65.5,100,10800,Weekend,Sunday,Light_Load
25/3/2018 3:15,3.13,0,64.89,100,11700,Weekend,Sunday,Light_Load
25/3/2018 3:30,3.1,0,66.73,100,12600,Weekend,Sunday,Light_Load
25/3/2018 3:45,3.31,0,64.52,100,13500,Weekend,Sunday,Light_Load
25/3/2018 4:00,3.67,0,62.62,100,14400,Weekend,Sunday,Light_Load
25/3/2018 4:15,3.24,0,65.48,100,15300,Weekend,Sunday,Light_Load
25/3/2018 4:30,3.13,0,66.34,100,16200,Weekend,Sunday,Light_Load
25/3/2018 4:45,3.1,0,67.16,100,17100,Weekend,Sunday,Light_Load
25/3/2018 5:00,3.31,0,65.88,100,18000,Weekend,Sunday,Light_Load
25/3/2018 5:15,3.49,0,66.78,100,18900,Weekend,Sunday,Light_Load
25/3/2018 5:30,3.06,0,68.66,100,19800,Weekend,Sunday,Light_Load
25/3/2018 5:45,3.06,0,68.22,100,20700,Weekend,Sunday,Light_Load
25/3/2018 6:00,3.06,0,69.45,100,21600,Weekend,Sunday,Light_Load
25/3/2018 6:15,2.99,0,68.27,100,22500,Weekend,Sunday,Light_Load
25/3/2018 6:30,3.02,0,66.63,100,23400,Weekend,Sunday,Light_Load
25/3/2018 6:45,2.99,0,65.38,100,24300,Weekend,Sunday,Light_Load
25/3/2018 7:00,3.02,0,67.4,100,25200,Weekend,Sunday,Light_Load
25/3/2018 7:15,3.02,0,66.19,100,26100,Weekend,Sunday,Light_Load
25/3/2018 7:30,2.99,0,65.82,100,27000,Weekend,Sunday,Light_Load
